origin,dest,passengers,fare,season
DEN,MKE,325.0,233,vvqoijbeefh
LAS,MSY,324.8,233,khkskgenkkl
HNL,SLC,324.7,420,igeiholmnpl
CLT,DCA,324.2,246,kimpjkekllm
IAD,PHX,324.1,329,gfhmmpfjqln
BUR,DEN,323.2,227,qonomkdfhhi
AUS,MSP,323.0,275,nlkokkeiklk
LAS,PIT,322.8,274,ijotjffhnlk
CMH,LAS,322.6,282,ihorjfgioll
AUS,SLC,322.5,291,niilhlhnnkj
KOA,SFO,322.4,402,pjeglthjinj
BWI,DTW,322.0,184,rtqqjhabfhn
DFW,SJU,321.9,277,rideirijokl
LGB,SJC,321.5,153,gkklkkfjlpn
DCA,LAS,321.4,320,jkkkjjhjmln
ATL,CVG,321.4,226,nmkojhejiln
BOS,RIC,321.3,192,mnmqnibeilm
DEN,OMA,320.5,172,nppphhfhgil
BNA,SAN,320.3,297,ljkqkjdimlm
HNL,PDX,319.3,377,knhjjnjkklk
JAX,ORD,318.6,257,kkimkkdhpmo
STL,TPA,318.3,244,mkijjlhkpkk
ORD,PIT,317.7,219,loopnhcfikn
HOU,LAX,317.4,198,pkioknfjihl
CMH,DEN,317.0,252,roqqhibfiik
CMH,ORD,316.5,231,kmopkhdhjlm
BWI,MSP,314.9,211,Bumqmh78cgm
DAL,LGA,314.2,235,iijjkphfknr
MDW,MSP,313.6,194,orrpkidegij
ATL,BDL,313.5,270,nljpkkbfinp
DAL,SAT,313.3,222,impqjkekhkj
JFK,PDX,312.9,347,qsnojkddfgl
SLC,SNA,311.8,311,fghmhmmqolh
IAH,SAN,311.7,328,nljljlfknjj
AZA,PVU,311.6,76,jigjmpfjqmk
ONT,PDX,310.9,184,tpjmnkfhhig
FLL,TPA,310.8,98,fhhklomqpna
LGA,RSW,310.4,255,eebgnrmpppj
PHX,RNO,310.0,227,lkjkijhlmml
MCO,MEM,309.8,197,nfjpjlinnhi
ANC,FAI,308.6,189,kmjijlhmoji
FAT,LAS,306.6,115,mlmlmmgiiik
MCO,SYR,306.1,192,hlemkmhnpnh
ELP,LAS,306.1,183,lllmkkgkjil
FLL,MDW,306.1,208,okhljljllhk
CLE,LAX,304.9,319,omjkjndfkln
CMH,TPA,304.7,228,ljhjjmflpmj
IAH,MSY,304.1,218,kkoskjemjjg
ONT,PHX,303.1,205,hlopkigllki
BWI,SAN,302.3,289,jjikjmeioon
LIH,OGG,301.9,94,qokjgjikijl
DAL,TPA,301.7,201,nhgnjkelmmn
ATL,RSW,301.0,263,kfflllipmnj
BWI,HOU,300.3,226,nmkmjlehnkj
BOS,CMH,300.2,270,onqrkibdhkm
BNA,SFO,300.2,354,kjmpjhchmnp
DEN,TUS,299.6,210,ghhmnngorjh
MCO,PDX,299.4,284,kkgilmjklnk
BOS,PDX,297.7,314,wxmmhjaafim
AUS,PDX,297.0,231,qmknjlcgjll
MSY,PHL,297.0,260,igfomignmpl
OAK,ONT,296.3,188,hmmonmfjkii
BWI,MSY,295.6,219,mkiommcjinj
DTW,RDU,294.7,213,ppkpokbehkk
EWR,LGA,294.3,419,jijmmtghmhj
BNA,BWI,294.2,245,mnqukhbeikl
AUS,DTW,293.8,303,sojokjbgjkl
CMH,RSW,293.8,239,gdbjlolsxjg
SFO,TPA,293.8,359,lgfilqilnmk
HOU,MSY,292.8,207,lmnrjlfjiii
BOS,STL,292.7,306,pnoqkiachlo
DEN,PIT,292.5,283,rqopkkcfgfj
CLT,SFO,292.1,423,pjknklbfkno
DCA,MCI,291.8,242,mklnjkbeknr
ONT,SFO,291.8,152,oopsokbdhhh
ATL,ORF,291.8,224,kklojidjjls
RNO,SAN,291.8,192,knkjhlinlki
BUF,TPA,291.7,212,kmgjjifoqpg
GEG,PHX,291.6,255,kiijilhppng
BOI,LAS,290.9,189,gilmlnjmkkj
LGA,RIC,290.8,216,kllpmlchiln
SEA,STL,290.3,263,ytojgiacfjo
CMH,PHX,290.2,317,geiolkgmslk
MIA,SLC,289.6,332,gcadgrtuskk
BNA,HOU,289.1,253,kjkpmkdjpjk
JFK,MSY,288.4,216,jjfroneljkj
DFW,JAX,288.3,286,mhhnmoeimkm
RDU,SEA,288.0,306,uslhhlbdglo
BOS,IND,287.9,318,rnmqkjadhlm
DCA,JAX,287.9,230,lkjnjmgjlkk
MCI,MDW,287.8,231,qqppjibegjl
FLL,RIC,286.9,143,kkdjmoglqmh
EWR,SAV,286.8,177,djhooodhnqj
MCO,SDF,286.8,224,kemsgiiollh
AUS,SJC,286.0,300,jjklkjdjnmp
BWI,SFO,285.7,354,mmjlhjehnqm
MSP,SLC,285.5,344,xpnmgieijfi
AUS,BWI,284.9,279,jiipmndhlnm
HNL,SJC,284.5,322,qkkilojkgii
LAS,MKE,284.2,280,jjntheginkk
EWR,SRQ,281.4,248,hieikoilqoj
AUS,MDW,281.0,206,qklpkkcfhko
PHX,RDU,280.9,309,fdgmlnekqpp
DFW,PIT,280.7,297,nklplmdgjjl
ATL,RIC,280.5,291,mllolkdijlk
EWR,PDX,280.5,312,rslmin9chlm
IAH,RDU,280.4,251,iikokkekmkm
DEN,RSW,280.2,329,ecagkujoAmi
BDL,FLL,279.7,192,lkchmnjopkg
BUF,LGA,279.4,169,npmmjkeegko
CMH,LAX,279.3,273,mlmojkdfjln
ATL,JAX,279.1,295,nkkniignkjl
MCI,TPA,278.8,239,mgejkmhlnmn
BOS,SAV,278.8,204,mljnjfbfmtn
ATL,BNA,278.5,252,lmoojiekikj
ATL,PDX,278.5,331,tnlnjlcdhkl
ABE,SFB,277.9,83,lkemnmhlmjk
ATL,BUF,277.8,200,rnlrhhbffjs
BUF,FLL,277.6,193,ikchpjlrnjh
AUS,RDU,276.9,249,mjionmcglmm
BOS,CVG,276.5,317,omnqliadimn
ORD,SAT,276.3,275,lllpjkeikll
DCA,RDU,276.2,209,iinpjhemmmk
GSO,LGA,276.1,211,jlkolndghnm
MSP,STL,275.6,261,oppokhdghlj
FLL,HPN,275.0,210,ijfjmplmjni
DFW,STL,274.6,247,kikoojdillm
AVL,FLL,274.4,81,qkfpkpfhjik
MCI,SEA,273.9,265,wtojgjacfip
MSY,SFO,273.5,325,fdinmkhnksk
FLL,SEA,273.5,318,kjgfjshnloj
MSP,RDU,272.7,251,zqjpki9celn
CVG,PHX,272.4,268,hdhljlhovmj
MCO,SMF,272.2,256,jddgjnlpnon
ONT,SJC,272.2,193,ilmnnkeikkk
CMH,DFW,272.0,309,kllnkkeikln
BOS,MDW,271.3,160,zqmpig9bhjl
DFW,MCI,270.8,244,jjnomkdjjmk
MIA,MSY,270.7,204,lifnojkojki
CHS,ORD,269.6,254,nkkmkhafnpp
LAX,PIT,268.1,275,onjnlmdehmm
BWI,SEA,267.1,299,uvqkhlbcdil
DCA,IND,267.1,227,ljlojidhllp
PVD,TPA,266.2,187,ppkopjchiig
BNA,MSY,265.9,237,iilwlicjkmi
DCA,PVD,265.3,208,monolibejlo
AUS,IAD,265.1,360,jjkoljcilnn
SAT,SEA,265.0,252,splkineehjm
EWR,PIT,264.8,174,knnoomffhik
SLC,SMF,264.4,252,lmlnjkfjill
BWI,RSW,264.3,276,ffdjlokqsmi
CHS,JFK,263.8,189,opjmlmadiol
RSW,STL,263.7,277,ifdikkmsvjh
BOI,SAN,263.4,181,nlillmejljl
DAL,ELP,263.3,214,kllnnocghjn
HNL,LGB,262.7,311,lmllklhhkjk
SAN,TPA,262.4,259,lggiklinnnl
PHX,PIT,262.1,293,gehpnmglnml
CVG,LGA,261.3,299,rsmpkmcbeik
MDW,MSY,261.2,201,oompigdhjkm
DFW,SMF,261.1,313,jjjljmeimno
LAS,OMA,261.0,247,hhmnkmjjnjk
BDL,ORD,260.8,269,pposkicdgil
IAH,SJU,260.8,287,wlghjofgmgk
BOI,PDX,260.7,202,jkkliniljkk
BNA,IAH,260.7,275,nllolhdjmjj
KOA,SEA,260.5,376,gjdhlqkqkqg
BOI,DEN,259.8,213,pmmlkkgihhl
DTW,MSY,259.4,228,mhgrliepnki
MCO,ROC,258.5,190,jnfifljnonk
SFB,TYS,258.4,68,lhhnmrhjkhk
MCO,MIA,258.0,167,lnlnlokjihf
MDW,SAN,257.3,202,omnmkkdflkj
PDX,SEA,257.0,198,qpomhhfhjik
GEG,LAS,256.6,200,jiimjjglrlj
DEN,OAK,256.5,237,ponnkkeihij
HNL,JFK,256.2,736,qshiioffikl
PIT,RSW,255.9,227,khdiklkqrkh
BOS,SRQ,255.6,232,776jnlmttym
DEN,ELP,255.1,149,kljnkojhjil
DFW,SAT,254.9,256,iilnijgolmk
CHS,PHL,254.4,253,nomslf9dkom
MSY,SEA,253.0,272,ojilijdhiqr
GSP,LGA,252.2,229,kmknmpcfhmm
IAH,PDX,251.6,265,onjojlegkll
LAS,OKC,250.9,245,likminhnlhl
CVG,EWR,250.3,256,ijhlmnfhmmp
FLL,STL,249.7,259,mgcimomnqgi
LAX,TUS,249.7,210,iijonlhmklk
BNA,SLC,249.4,360,linohlelnik
JFK,SAV,249.1,184,nqhkmkcfjpl
FLL,IAD,248.9,217,ie8ckpintor
DEN,HNL,248.0,494,lihkhqihpgp
CMH,EWR,247.6,246,ilnpnmdfjjm
HNL,OAK,246.8,312,lmllilgjjll
HOU,STL,245.8,253,lljmljdiokk
IAH,SNA,244.4,324,liikklhkoll
ALB,FLL,244.3,196,iicfillvrng
ABQ,DEN,244.1,205,knooiihiiil
CHS,DCA,244.0,228,lklpkkdhkll
LGA,MEM,243.8,272,mkjmlrehkil
ABQ,LAX,242.9,225,lklrildgjko
HVN,MCO,242.1,96,qrigjnihkkg
CVG,ORD,240.3,230,jnopkhdijkl
BDL,RSW,240.2,189,hh8elllvrpj
MDW,PHL,239.6,185,stqsph99cgl
MIA,SAN,239.4,353,igfmnllmnkj
JAX,LGA,239.2,269,lljljpegjmm
HNL,ORD,238.9,643,jfegkrlmvii
OGG,SAN,238.8,336,rnkkkifghll
MIA,STL,237.0,270,iigikllmqkk
EWR,MYR,236.7,154,ovlkihdjkne
DEN,GRR,236.0,235,ywroiiadbdj
GRR,MCO,234.7,214,bddknnkzome
SEA,TUS,234.3,233,gifjloinnoj
MCI,SAN,234.1,263,nkjlkkfkmjl
FLL,PVD,234.0,199,jjbhmikronj
LAS,MEM,233.1,213,nknqllfhjhi
BOI,SMF,233.0,178,nmlklogihjk
IND,MIA,232.6,281,cdbkkjvqplm
CLE,MIA,230.9,193,iifhmmlmskh
IND,SEA,230.8,275,xsnlhk9cfin
ORD,SMF,230.5,327,pnmojjbcjjq
DCA,SAN,230.2,289,lljjhkgjonl
BWI,PBI,230.0,284,ggeilniornj
DEN,JAX,229.9,319,ljiljpfiojm
CLT,SEA,229.8,362,zsnigiacejr
DEN,RNO,229.6,252,uspmghdhhij
MSY,PHX,229.3,297,ebiqljhnool
CLE,IAH,229.3,274,qliljldikkm
RDU,SJU,228.4,228,pibdkpjkslk
ACY,MCO,228.4,93,rzlljmnmdf2
BNA,JAX,228.0,248,mjkqlicilmm
BHM,MCO,227.9,258,hdhpmnjnljl
LGA,MYR,227.8,150,qzijhkajhpe
PHL,SLC,227.6,360,pmihdjgoojn
PVD,RSW,227.4,182,9b9homsstqf
BNA,MCI,227.1,265,lloqkjbjilk
AUS,STL,227.0,219,jiknmkdilmo
PHL,STL,225.6,281,mnmomjcdimn
CLT,SAN,225.2,356,lhjmkneimnl
FLL,MCI,225.1,232,ifehltooohg
MCO,PSE,225.0,162,ojjintieggo
IAD,SLC,224.9,336,okhjgkhlnkm
DEN,PNS,224.8,209,qkjlhibfqno
IND,SFO,224.7,324,olinkkcfhpp
SLC,TPA,224.0,341,iffffpkptll
ORD,SRQ,223.5,306,998bkrjsDtk
MKE,RSW,223.3,275,976hkopyFoe
FLL,TYS,223.3,109,nifoiqejojl
MCO,TTN,223.2,112,roabhkklkpp
JFK,MSP,223.1,247,yphonwb89hl
OAK,SLC,223.0,209,mljkfhjollj
FLL,MIA,222.6,448,eecikrosuig
BDL,PBI,222.4,205,ggdhnlktplk
PAE,PHX,222.2,209,mhbnnoinnmf
BOS,BUF,221.6,160,pqptjgabgho
BNA,SMF,221.6,270,okloklbgjmo
ORD,STL,220.9,255,klopjhfiiml
GEG,LAX,220.9,213,vsklijefijj
SJC,SLC,220.5,257,mlklijgljlk
CLT,SLC,219.8,341,pihjengoojl
BWI,JAX,219.5,263,ilinklehmnm
AUS,ELP,219.4,241,hklpmkeiklm
ATL,CLT,219.1,351,jlnoiigmjkk
IAD,MIA,218.8,203,jjgikppmmld
DFW,HNL,218.3,582,pjikinghofp
BOI,SNA,218.1,190,kjjmkmhkkll
AUS,MCI,217.8,228,iilqlldijnl
ATL,MKE,217.7,316,solmiidhgkm
SAN,STL,217.5,290,nlimkkfjkjn
CVG,DCA,217.4,200,mllojidhlln
DFW,RSW,217.3,320,kdcinpgnrmn
IAD,IAH,216.4,318,klknmmdflko
AUS,CLT,216.3,342,iekqnlcjmnl
RNO,SEA,215.9,210,rtnlgifhgik
SAN,SAT,215.0,276,nkjlkmdgnlm
AUS,IND,214.9,229,mjipmlchkmm
PIT,SFO,214.8,341,onjnkldfhlp
MCO,OMA,213.8,275,lcfkimnoqlj
DTW,JFK,213.6,215,mpnurjabdfr
DFW,MEM,213.5,260,jjopnjekikk
CVG,IAH,213.3,253,okjnmicillm
OGG,PDX,212.8,377,hjikomknlkh
DFW,SJC,212.2,318,ynjiijchjjl
JFK,PIT,212.1,145,hklpoodeimm
CVG,SEA,212.0,274,vsnjikacgkn
CLT,STL,211.8,239,mklnnldhill
DSM,PHX,211.5,250,eddmlllstkj
ORD,SAV,211.0,260,oolnidagqom
DTW,STL,210.5,248,qqopkgdggik
ISP,TPA,209.8,152,mlfgioipkrf
CMH,DCA,209.0,205,kkmmlidhmlp
MIA,TPA,208.9,302,hhilklkqlki
CVG,LAX,208.7,346,qjiklpehklk
RDU,SAN,208.3,274,mkilkldgjnr
EWR,SAT,208.3,318,hfgnpsegnml
IND,MSP,208.2,317,xnnplfbggil
BNA,PIT,207.5,217,mknrliaejnl
CLE,SFO,206.9,343,roloklcehjm
DCA,EWR,206.6,203,fgoqimffmno
AUS,SMF,206.3,234,kgimjmfkmnn
DCA,RSW,206.1,253,fcbemsmosok
CLT,MSY,205.0,256,ijhuljdmkni
DEN,MSN,204.4,223,ppnollddhhl
IAD,SJU,204.4,287,lh5entnppjk
DEN,DSM,204.3,189,nqrskidfffk
ORD,PSP,203.8,343,557jmplwHqf
DFW,RIC,203.6,331,khionnchllo
OKC,PHX,203.3,273,gfjnlmgmmmm
DCA,SLC,202.9,393,jjijflhlqmm
DCA,SJU,202.8,252,mljhjjilnjl
LGB,RNO,202.3,172,nnmljmhjhji
ILM,LGA,201.6,206,pqlnkmcdeko
AVL,SFB,201.1,55,mkfunqegiii
AUS,DCA,201.0,333,iijoklejnln
GEG,SAN,201.0,184,onjiilgjkkk
BNA,PDX,200.9,246,onnojkaeimo
ELP,LAX,200.9,234,kkjsmnegkil
BWI,CHS,200.9,222,nmjnliagkon
DEN,GEG,200.9,233,vqnlijeffhk
OGG,SMF,200.4,379,siilmjijikk
BDL,DEN,200.1,333,qqophkbehim
PIE,TYS,199.8,64,ohhmilchplp
DCA,SAT,199.7,251,mikljlehnmn
DCA,HOU,199.7,249,roiljmbeojl
PDX,PSP,199.7,243,878immmwCrf
DEN,TUL,199.1,208,ommpkkfjigi
ABQ,SEA,198.7,221,tpmoikbefjm
CMH,SEA,198.3,268,xuyjfg9begm
IAH,PIT,198.3,340,lkkoklgjkjk
HPN,RSW,198.3,214,oojmljcinng
AUS,DFW,198.2,270,hhnqmjgmjli
OGG,PHX,197.7,433,lgnoghhiqgo
ORD,RIC,197.4,256,nnnoliaeimp
HOU,MCI,197.2,246,lkjmjkdjmlm
AVL,PIE,196.9,65,slhtknceigl
LAX,SJU,196.7,365,nAmegihgmkh
DCA,JFK,196.2,159,hiqrpldgjil
SFO,STL,196.0,356,olnmoidgikm
DEN,MEM,195.9,213,mjmnkofjlgj
ATL,SNA,195.8,498,pkllklfijlk
BOI,LAX,195.7,217,nkknnofgiil
MKE,TPA,195.6,261,hieiilhlznh
FLL,SLC,195.1,387,hghjjooopjf
DFW,PBI,194.4,365,hcdinqjmqmn
FAT,SAN,194.4,154,ijhnkkgkmkn
MIA,PIT,194.3,233,igbchknurnn
MSP,MSY,194.2,277,pifqmgeimpj
LGA,ORF,193.1,196,ormoknceghl
ORD,TYS,193.0,226,oomnkiagjmn
BNA,SAT,192.4,267,lklplkdjlkj
ELP,SAT,191.9,236,lmlomldgjjn
DSM,LAS,190.8,174,jikoklhjnjj
ACY,FLL,190.3,84,lmbedflwure
DCA,MKE,189.3,229,pqlmkjadjmp
MSY,RDU,189.0,186,mihqkjcmmnl
ATL,SMF,188.7,418,okkmkmeijjn
DTW,SLC,188.7,421,rpnjfkflkgj
BUR,SLC,188.5,260,jmlninjlkig
AUS,DAL,188.2,219,gkqqhhfnjmj
BNA,CLE,188.2,221,pqopjgahjjk
LIH,SEA,188.0,379,gkgilnjrhrh
IND,SAN,187.9,281,lijpjlehmmn
MCO,OKC,187.8,286,nfflmngljlo
OAK,OGG,187.7,321,ijmllkhkjol
CMH,MSP,187.7,306,xpnqkgbdejl
DFW,MKE,187.6,293,pnpmiidghkn
MEM,ORD,187.5,241,nmoolhchjlm
LIH,SFO,187.3,367,rmghirgiimk
IND,PHL,187.0,343,ljmqlhdgimp
DTW,PBI,186.8,316,ddbehppxxmf
MSP,VPS,186.8,199,if7idcdtCwp
BOS,MCI,186.8,361,rporjh9bfkp
CMH,MIA,186.7,269,gecgjlmrsmo
FLL,SAN,186.4,283,eccfktnorrj
COS,PHX,186.0,220,iikmnlhkoij
MCI,SLC,185.5,332,nklojjejjkl
IAH,IND,185.3,306,llknlldhklm
CHS,DFW,185.1,286,mhinnkcgonn
BNA,RSW,185.0,274,fdenlmhosnk
BWI,SRQ,184.7,284,ghfiklgpvlj
DFW,SDF,184.4,287,nilomjcijml
MSP,SRQ,184.3,244,553fkptzIta
IAH,MAF,183.6,343,kkooihgnjkj
LAS,TUS,183.5,201,fjmnmjjnmjh
MSP,PSP,182.8,303,447hkmvFGn9
MCI,PHL,182.7,303,olrpkkcdgjn
DEN,LGB,182.5,181,lkilllefnmn
DTW,MCI,182.2,364,mmnskjcghkl
HOU,TPA,182.2,224,qihmjkhjmlj
DFW,ORF,182.1,266,sklnnlbeiim
LAS,OGG,182.0,389,okkmjlghlim
CLT,IND,181.9,322,kkmrkjdhjln
MCI,MIA,181.7,274,jfeehllqqmo
GRR,LAS,181.6,205,kimpjihllkj
PIT,SEA,181.5,272,xwqkgiabehp
ANC,BET,181.2,240,klllijgjmll
DFW,ELP,181.1,250,giippnhkilk
ANC,ENA,181.0,149,tmjhijijijl
GEG,PDX,180.8,196,mlmnkkhkiij
MCO,PWM,180.8,193,fgfjkklqoqi
ATL,SRQ,180.7,271,kghlklhnmnl
PBI,PVD,180.3,206,jieikjilrpl
BOS,MYR,180.1,143,uCjmf6afkwd
HOU,MAF,180.0,257,klmnjkflkji
CLE,SEA,179.6,273,xyqkfh9bfhn
LGA,SDF,179.3,298,ponoklacgmo
ELP,PHX,179.1,214,ilopmjgijkj
ATL,MEM,178.9,328,mmlmkkekjkk
ATL,HPN,178.8,298,pnkmkmehilj
KOA,LIH,178.8,107,pnkkhkjlihk
CLT,PBI,178.7,322,geemmnionnj
ORF,TPA,178.7,161,mjijjlijlmn
BOS,SAT,178.6,314,pklsjjdfjll
LAS,MFE,178.6,136,tkkjmkhgkil
IND,SRQ,178.0,176,hbcrjpgoxjg
GRR,SFB,177.6,106,kecjhsiptmg
DTW,IAD,177.5,223,nnlnmkcfhkp
MCI,MSP,177.5,342,nopoigeiimj
JFK,ROC,177.5,158,mqpqomfeddj
BWI,SLC,177.4,330,oolkemgnlgi
MDW,RDU,177.3,184,vrpnkl9beil
LGA,SAV,176.6,239,jkjkjmfikom
DTW,SJU,176.5,293,jgacgqnvvlf
LGA,OKC,176.3,322,lllnmrdfigm
FLL,SDF,176.1,152,ojjphmjlmkd
ATL,ONT,176.1,378,khhmloejimp
CVG,JFK,175.9,220,ijmpomeijjj
IAD,MSP,175.8,237,Drkojg9aejn
LAS,PAE,175.7,180,jhdfmkjpqqh
BHM,LGA,175.7,349,hkjnoqehill
ELP,HOU,175.4,235,lkjnkmdjnim
MDW,STL,175.4,214,nqsnljdegij
PIT,SRQ,175.3,172,nfckjlenxlk
CLE,CLT,175.0,266,oqormhafgjk
CVG,MIA,175.0,234,ifcgkpooxke
CHS,DEN,174.8,300,qlkmjjbhlmn
BDL,CLT,174.3,281,nlmqlmcehkn
DEN,PSP,174.1,278,8adlnmmrClf
EWR,STL,174.1,281,ilmnloegkkm
LAS,TUL,173.9,215,hiloknhjmjl
SBA,SFO,173.7,229,hkmpkhgkklm
ORF,SAN,173.5,296,pomjimfghjo
RIC,TPA,173.4,169,lhjkjlhlnnl
LGA,MKE,173.0,356,oqloljbdikn
JAX,LAS,173.0,325,kijqmkhkkjj
IAD,SAT,172.8,294,jghkmrdiomm
BOS,MKE,172.6,255,xzrtgd78cfr
CLT,MCI,172.5,270,milomlbhhnn
SLC,STL,172.4,341,oklkgkgknin
OGG,SJC,172.4,340,ujhkllgkflk
RDU,SLC,172.2,365,njkjhnflmkm
GSP,ORD,172.1,231,nmlpkkcfjlm
MKE,SEA,171.7,258,wxpjhk9aego
MSP,SAT,171.6,305,wkjlhkeijjl
ABQ,AUS,170.7,232,ljjsjmdjkjl
SDF,TPA,170.7,228,pjingigkmoj
PHL,SAV,170.5,244,pqmoigbehpn
CVG,VPS,170.3,98,Aulpcc59klt
JFK,STT,170.0,307,rh33dmprrup
FLL,ORF,169.8,144,ljdehpjosoh
GRR,PIE,169.7,102,hdbihqkqxlj
BNA,CHS,169.5,253,nkmrjfahmnn
DFW,OMA,169.4,274,lkkpljejjkm
DTW,SAT,169.2,325,kkinkmejlll
ABQ,DAL,169.2,225,mlnplmdhhhm
BWI,RDU,169.0,224,mloqkjcijkk
HOU,SAN,168.8,285,okhomlejkkj
DEN,TYS,168.5,218,omnqkmcdiho
ANC,PHX,168.4,352,qlgiilikljn
IAD,JAX,168.3,215,lhdhnldgvnp
DCA,PDX,168.0,358,onkjineilkj
BQN,JFK,167.9,222,steghlgljmh
ABQ,SAN,167.4,231,polniieilik
SAT,TPA,167.4,259,nihjklhjlmn
MSY,SAN,167.3,286,gdgnlkfnmso
CLT,SAT,167.2,286,mgiommehlml
BOI,GEG,167.1,188,klmmjlhkljj
DEN,OGG,167.0,555,kffjjmkmsho
BWI,STL,166.4,270,pnnnlkbfill
CVG,MSP,166.4,332,zrqnjeacfjj
LGA,SRQ,166.1,278,gfdfmpjoqqj
BDL,DFW,166.0,351,olorjkcdjjm
CLT,SJU,165.8,311,pgacfrhissm
MCI,PDX,165.7,227,ronojkbehim
LGA,OMA,165.4,315,nmlmjnbbkmr
BDL,DCA,165.1,244,nmmpjhehkjm
DEN,RIC,164.8,292,oklokncfkin
BZN,DEN,164.6,223,nmnlikhnlfh
BZN,SEA,164.1,179,qsmjfkfkigl
FLL,HVN,163.2,111,mmecjnilsrg
BWI,SAT,163.2,310,mkkmjpdflll
AUS,SNA,162.7,306,ijnmlkfjnkk
AZA,FAR,162.3,134,hbbijmnuxji
BDL,LAS,162.1,267,jikokihkkpj
AZA,FSD,162.0,108,fc9jioouukj
DTW,JAX,161.7,292,klhkkjelpnk
IND,JFK,161.4,212,ormqnocddfk
CHS,FLL,161.4,133,ihgllmknpjh
GRR,PGD,161.3,140,c98fiumwCoe
BUF,LAS,161.3,281,klmphfehmno
PHL,PIT,161.0,294,npqumicefhi
CID,DEN,160.7,182,rporlidehfk
BNA,MKE,160.5,231,noppjgcggko
DAL,OAK,160.4,231,rlkjnofhhjj
BWI,IND,160.3,245,nmlpljaejmo
OMA,ORD,160.0,231,lnppjhegikl
EWR,JFK,159.5,393,iikonucekkl
BNA,IAD,159.1,235,rojplg9gklm
LAS,SDF,159.1,277,gfrsgfgknmm
CVG,SRQ,159.0,128,ohdkjkflvjk
LAX,MEM,159.0,304,omkomkegkjl
LAX,LGA,158.9,273,hnhijpinhnj
ATL,OKC,158.8,317,mjmmmldijlm
DFW,TUS,158.2,284,fehnpnhmmkk
DCA,MEM,158.1,299,mimqmjcfmjn
BDL,LAX,158.0,313,noiljnfhhlm
CMH,PHL,157.9,338,mmopjgdhiln
HNL,ONT,157.8,322,nmkkklhjjjk
DFW,PNS,157.7,228,Grijee9dkjq
LAX,OKC,157.7,295,kjjompehkil
BDL,PHX,157.6,268,edfqknhllsm
AUS,CMH,157.5,254,iqkmjlcflmn
JAX,PHX,157.4,318,fchlnngmqmm
FAT,SEA,157.2,207,tpmlikdffjn
LGA,XNA,157.0,319,kjkplpcfjkn
DFW,TYS,156.6,319,mhkrnjcilkm
BNA,ECP,156.4,250,rorvfa8cjjr
CLE,MSP,156.1,351,ssqoihcegik
CLT,IAD,156.0,235,lklolkdijlm
BLI,LAS,155.9,75,omjkgodhmlm
RDU,STL,155.7,263,kklnllbgknn
ATL,CHS,155.4,286,jjmpkjgljjl
CLT,RSW,155.3,297,dbdmlqgosri
FLL,MCO,154.6,83,iifjktmrnia
OKC,SEA,154.6,253,xsmkhjbehgn
COS,LAS,154.5,216,jjkojmgklkl
SAT,SLC,154.1,340,kghjipilpnj
LGA,TYS,153.7,310,rtprjk9bgii
BUF,LAX,153.5,247,wxihimefegl
IAH,MCI,153.2,299,ijknkmgljll
LGB,OGG,152.5,352,pnkkkkiiikj
BOS,ORF,152.4,197,ywpofc99emo
AUS,LGA,152.4,244,kkkukndcmgn
CMH,SFO,152.2,342,onqnlfackko
FNT,PGD,151.7,123,ebbiitlvzje
BNA,ONT,151.5,290,lilmklbglop
CAE,LGA,151.5,243,ijkolodijnn
DAL,ORD,151.1,168,zvuxbeaddfg
OMA,SEA,151.0,239,yuokhh9ceip
ORD,TUS,150.6,321,hhglllfltlk
PIT,RDU,150.1,217,lmmpkjehjll
BDL,MSP,150.1,320,Etophg9addl
DFW,GRR,150.1,315,tmlmjkdhhim
ORD,XNA,149.9,242,mlnomichkll
LIH,OAK,149.9,307,qolkhiahlpk
ORD,ORF,149.8,245,solljjbeikp
BOS,HNL,149.7,622,ooijhohjhmj
DFW,RNO,149.7,334,rmjifjgklnk
DCA,OMA,149.6,273,mijnjlafmnq
MDW,MIA,149.6,191,hebbfonkEom
ORD,PNS,149.4,224,jjhjjjbjton
PHX,TUL,149.4,252,ffinlmhlpkm
MIA,PDX,149.4,295,edbcmuprpph
MSY,STL,149.3,268,igjqkiglmnl
IAH,JAX,149.2,293,khilmlfknml
DAL,SMF,149.2,264,mikmlodhhlp
DAL,FLL,149.2,203,pecmikgipls
MSP,SJU,149.1,341,a958cpEzKhc
IAH,OKC,148.8,271,ijlpjifohmm
BOS,SMF,148.3,283,vuopgiacfim
BUF,DEN,147.7,245,Aytrheabdch
MCO,TUL,147.7,248,lfgljihkmmt
OGG,SLC,147.0,493,eccljosqnmj
BOI,SFO,146.9,215,nmjnkjfgjln
DAL,LGB,146.7,223,qmkmmreffij
IAH,TUL,146.4,269,ijmokkflill
DCA,OKC,146.4,284,njllilbgmmq
ORD,SYR,146.3,235,npnrljbdhjn
SAT,SFO,145.6,295,pkknlocfjlj
LGA,SAT,145.6,265,omkmmvfcggk
FLL,ISP,145.3,194,mmcfjslkqhi
ONT,SLC,145.0,264,nklnjkjliii
GRR,MSP,144.4,282,Cqoniicedfj
ATL,OMA,144.1,316,mkkollfhkkl
CVG,PIE,144.1,84,ulikfhckrho
FNT,SFB,143.9,102,jfdjgmmrvlh
ANC,MSP,143.9,325,/Ohcaa5678e
ANC,LAS,143.7,329,mihmkkfllkp
